GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs
137173,965,blueticket.com.br,br,875,1308,blueticket.com.br,br,129478,960,873,1305
137175,966,pciconcursos.com.br,br,875,1284,pciconcursos.com.br,br,128671,952,876,1300
137292,967,puc-campinas.edu.br,br,875,1106,puc-campinas.edu.br,br,127998,943,879,1090
137552,968,loja2.com.br,br,874,1111,loja2.com.br,br,128740,954,876,1139
137812,969,circuitomt.com.br,br,873,1118,circuitomt.com.br,br,134592,1011,855,1114
137984,970,investnews.com.br,br,872,1270,investnews.com.br,br,128426,947,877,1268
138115,971,ortigoza.com.br,br,872,1078,ortigoza.com.br,br,131283,974,867,1072
138395,972,inhotim.org.br,br,871,1083,inhotim.org.br,br,126670,932,884,1086
138506,973,rioemfoco.com.br,br,871,1007,rioemfoco.com.br,br,128630,949,877,1012
138578,974,firjan.com.br,br,870,1185,firjan.com.br,br,126257,929,885,1191
138579,975,gettyimages.com.br,br,870,1183,gettyimages.com.br,br,127881,941,879,1196
138640,976,brasilopen.com.br,br,870,1114,brasilopen.com.br,br,132590,988,862,1116
138945,977,fotoanderson.com.br,br,869,1082,fotoanderson.com.br,br,131797,981,865,1076
139275,978,1-winonline.com.br,br,868,1045,1-winonline.com.br,br,126147,926,886,1065
139280,979,reidopitaco.com.br,br,868,1040,reidopitaco.com.br,br,128038,944,879,1071
139366,980,bloomberglinea.com.br,br,867,1193,bloomberglinea.com.br,br,126244,927,885,1210
139467,981,apostarnobrasil.com.br,br,867,1092,apostarnobrasil.com.br,br,132603,989,862,1102
139572,982,newbalance.com.br,br,867,1030,newbalance.com.br,br,133540,999,859,1042
139616,983,faecpr.edu.br,br,866,1409,faecpr.edu.br,br,143202,1063,826,1373
139766,984,wjturismo.com.br,br,866,1063,wjturismo.com.br,br,134334,1006,856,1072
139877,985,bvl.org.br,br,865,1224,bvl.org.br,br,134233,1004,856,1213
139914,986,transportes.gov.br,br,865,1137,transportes.gov.br,br,139285,1037,839,1101
140006,987,salto22.com.br,br,865,1066,salto22.com.br,br,128787,955,876,1102
140149,988,casamentos.com.br,br,864,1204,casamentos.com.br,br,137202,1025,846,1210
140182,989,cff.org.br,br,864,1136,cff.org.br,br,125032,919,890,1159
140431,990,denatran.gov.br,br,863,1181,denatran.gov.br,br,131964,982,864,1178
140606,991,arenapoa.com.br,br,863,1037,arenapoa.com.br,br,125639,925,888,1085
140611,992,ifgoiano.edu.br,br,863,1031,ifgoiano.edu.br,br,137081,1024,847,1032
140971,993,petz.com.br,br,861,1302,petz.com.br,br,128666,950,876,1336
141094,994,hnt.com.br,br,861,1075,hnt.com.br,br,132041,983,864,1098
141119,995,aviatorjogoaposta.com.br,br,861,1063,aviatorjogoaposta.com.br,br,131757,980,865,1104
141136,996,higiaclinic.com.br,br,861,1053,higiaclinic.com.br,br,134346,1007,856,1070
141409,997,esoccerbet.com.br,br,860,1062,esoccerbet.com.br,br,130649,969,869,1107
141429,998,cargapesada.com.br,br,860,1055,cargapesada.com.br,br,133192,996,860,1071
141572,999,magazord.com.br,br,859,1202,magazord.com.br,br,133350,998,859,1226
141738,1000,carochinhaeditora.com.br,br,859,1047,carochinhaeditora.com.br,br,135247,1014,853,1058
141744,1001,laboratoriodalpont.com.br,br,859,1044,laboratoriodalpont.com.br,br,135545,1017,852,1054
141756,1002,eventopanoramico.com.br,br,859,1033,eventopanoramico.com.br,br,132973,992,861,1052
142070,1003,fld.com.br,br,858,1025,fld.com.br,br,117703,860,921,1128
142159,1004,villaverdeagro.com.br,br,857,1194,villaverdeagro.com.br,br,135711,1019,851,1187
142230,1005,universia.com.br,br,857,1107,universia.com.br,br,140205,1044,836,1104
142253,1006,moderna.com.br,br,857,1085,moderna.com.br,br,132153,985,864,1044
142388,1007,1wins.com.br,br,857,1016,1wins.com.br,br,132757,991,862,1002
142430,1008,redemaxxi.com.br,br,857,950,redemaxxi.com.br,br,135371,1015,853,940
142500,1009,iguatemi.com.br,br,856,1154,iguatemi.com.br,br,136012,1021,850,1122
142610,1010,apostas-app.com.br,br,856,1061,apostas-app.com.br,br,135776,1020,851,1090
142648,1011,bpmoney.com.br,br,856,1043,bpmoney.com.br,br,132428,987,863,1057
142830,1012,aer.mil.br,br,855,1095,aer.mil.br,br,139578,1040,838,1091
142909,1013,stationpresentes.com.br,br,855,1054,stationpresentes.com.br,br,137630,1029,845,1054
143209,1014,abrasco.org.br,br,854,1046,abrasco.org.br,br,132049,984,864,1091
143320,1015,innovarconstrutora.com.br,br,853,1369,innovarconstrutora.com.br,br,150099,1126,804,1329
143514,1016,mcti.gov.br,br,853,1042,mcti.gov.br,br,134080,1002,857,1065
143528,1017,sabra.org.br,br,853,1036,sabra.org.br,br,134101,1003,857,1057
143636,1018,guiadasemana.com.br,br,852,1223,guiadasemana.com.br,br,137504,1027,845,1215
143641,1019,bradescoseguros.com.br,br,852,1211,bradescoseguros.com.br,br,135696,1018,851,1236
143846,1020,blessbout.com.br,br,852,995,blessbout.com.br,br,132745,990,862,1021
144014,1021,intelbras.com.br,br,851,1067,intelbras.com.br,br,131261,973,867,1081
144094,1022,docplayer.com.br,br,851,1012,docplayer.com.br,br,137415,1026,846,1016
144106,1023,ufvjm.edu.br,br,851,1003,ufvjm.edu.br,br,128082,945,879,1023
144176,1024,registrocivil.org.br,br,850,1283,registrocivil.org.br,br,141958,1056,830,1293
144499,1025,prosas.com.br,br,849,1217,prosas.com.br,br,133931,1001,857,1242
144504,1026,rio.br,br,849,1202,rio.br,br,140157,1042,836,1176
144753,1027,pousadararas.com.br,br,849,987,pousadararas.com.br,br,133280,997,860,1009
144904,1028,philco.com.br,br,848,1066,philco.com.br,br,138164,1031,843,1080
144911,1029,parimatch1.com.br,br,848,1061,parimatch1.com.br,br,136647,1023,848,1084
144929,1030,efbet365.com.br,br,848,1052,efbet365.com.br,br,137902,1030,844,1067
144934,1031,minastenisclube.com.br,br,848,1050,minastenisclube.com.br,br,134348,1008,856,1067
145445,1032,shoptime.com.br,br,846,1141,shoptime.com.br,br,140165,1043,836,1154
146037,1033,sephora.com.br,br,844,1118,sephora.com.br,br,133093,995,860,1147
146515,1034,tiger-fortune-online.com.br,br,843,1027,tiger-fortune-online.com.br,br,134649,1012,855,1076
146729,1035,portaleducacao.com.br,br,842,1077,portaleducacao.com.br,br,139921,1041,837,1078
146752,1036,parimatch-online.com.br,br,842,1058,parimatch-online.com.br,br,139027,1035,840,1078
146934,1037,guicheweb.com.br,br,841,1294,guicheweb.com.br,br,134513,1009,855,1302
147018,1038,noticiasautomotivas.com.br,br,841,1085,noticiasautomotivas.com.br,br,142970,1061,827,1077
147256,1039,sesisp.org.br,br,840,1145,sesisp.org.br,br,134251,1005,856,1168
147474,1040,relici.org.br,br,840,970,relici.org.br,br,141591,1052,832,986
147523,1041,mobills.com.br,br,839,1301,mobills.com.br,br,138945,1034,840,1332
147806,1042,redebuck.com.br,br,839,943,redebuck.com.br,br,139481,1039,839,945
147894,1043,cndl.org.br,br,838,1139,cndl.org.br,br,132283,986,863,1152
148398,1044,marcaspelomundo.com.br,br,837,996,marcaspelomundo.com.br,br,143093,1062,827,1007
148526,1045,kayak.com.br,br,836,1182,kayak.com.br,br,142601,1058,828,1169
148649,1046,onlinecasinobrasil.com.br,br,836,1044,onlinecasinobrasil.com.br,br,139299,1038,839,1081
148708,1047,labbyhealth.com.br,br,836,1015,labbyhealth.com.br,br,138533,1032,842,1034
148862,1048,teletime.com.br,br,835,1124,teletime.com.br,br,143857,1069,824,1118
149452,1049,etecla.com.br,br,833,1186,etecla.com.br,br,149490,1117,806,1173
149591,1050,correioweb.com.br,br,833,1027,correioweb.com.br,br,143951,1073,824,1028
149637,1051,contabilizzo.com.br,br,833,1000,contabilizzo.com.br,br,143982,1074,824,1013
149888,1052,mda.gov.br,br,832,1039,mda.gov.br,br,147037,1099,814,1050
149904,1053,soesporte.com.br,br,832,1032,soesporte.com.br,br,144515,1081,822,1036
150194,1054,apontador.com.br,br,831,1020,apontador.com.br,br,147395,1103,813,1036
150400,1055,dicasdemulher.com.br,br,830,1106,dicasdemulher.com.br,br,137540,1028,845,1130
150430,1056,cataratasdoiguacu.com.br,br,830,1082,cataratasdoiguacu.com.br,br,148905,1112,808,1074
150444,1057,sosma.org.br,br,830,1069,sosma.org.br,br,135508,1016,852,1068
150496,1058,hospitalhoc.com.br,br,830,1038,hospitalhoc.com.br,br,153170,1160,795,973
150630,1059,sprinta.com.br,br,830,911,sprinta.com.br,br,145557,1085,819,912
150704,1060,agendor.com.br,br,829,1146,agendor.com.br,br,134550,1010,855,1166
150898,1061,semasalages.com.br,br,829,998,semasalages.com.br,br,142127,1057,830,1019
151196,1062,surtoolimpico.com.br,br,828,1016,surtoolimpico.com.br,br,141525,1050,832,1022
151207,1063,klickpages.com.br,br,828,1012,klickpages.com.br,br,141815,1055,831,1026
151478,1064,inforchannel.com.br,br,827,1050,inforchannel.com.br,br,146022,1090,817,1055
151725,1065,bandab.com.br,br,826,1180,bandab.com.br,br,145945,1089,817,1190
151891,1066,nativanews.com.br,br,826,1013,nativanews.com.br,br,143941,1072,824,1030
151941,1067,tf.com.br,br,826,981,tf.com.br,br,145823,1088,818,992
152093,1068,portalaz.com.br,br,825,1079,portalaz.com.br,br,151404,1140,800,1075
152328,1069,tesourotransparente.gov.br,br,824,1236,tesourotransparente.gov.br,br,145594,1086,818,1246
152356,1070,tc.br,br,824,1137,tc.br,br,143220,1064,826,1162
152390,1071,ciclovivo.com.br,br,824,1085,ciclovivo.com.br,br,140500,1045,835,1095
152421,1072,pin-up-apostas.com.br,br,824,1053,pin-up-apostas.com.br,br,147688,1105,812,1044
152445,1073,jmonline.com.br,br,824,1038,jmonline.com.br,br,150797,1133,802,1035
152540,1074,sulbeleza.com.br,br,824,991,sulbeleza.com.br,br,140613,1046,835,1027
152754,1075,kalunga.com.br,br,823,1054,kalunga.com.br,br,141742,1054,831,1069
153055,1076,imprensanacional.gov.br,br,822,1068,imprensanacional.gov.br,br,141722,1053,831,1090
153060,1077,parimatch-bet.com.br,br,822,1058,parimatch-bet.com.br,br,153049,1157,795,1024
153428,1078,cbic.org.br,br,821,1041,cbic.org.br,br,143897,1071,824,1064
153541,1079,unifsp.edu.br,br,821,984,unifsp.edu.br,br,148081,1109,811,995
153747,1080,livrariasaraiva.com.br,br,820,1060,livrariasaraiva.com.br,br,143894,1070,824,1068
153856,1081,netfla.com.br,br,820,999,netfla.com.br,br,146793,1094,815,1012
153862,1082,pornopremium.com.br,br,820,995,pornopremium.com.br,br,144273,1079,823,1013
153887,1083,feevale.br,br,820,982,feevale.br,br,150905,1134,802,980
154024,1084,thinkerest.com.br,br,819,1097,thinkerest.com.br,br,144448,1080,822,1102
154382,1085,ftd.com.br,br,818,1067,ftd.com.br,br,149238,1115,807,1058
154448,1086,casastoantonio.com.br,br,818,1028,casastoantonio.com.br,br,146766,1092,815,1025
154533,1087,aposta.com.br,br,818,992,aposta.com.br,br,147154,1101,814,1000
154801,1088,valinor.com.br,br,817,1017,valinor.com.br,br,146768,1093,815,1024
154823,1089,margaridacarmenstudio.com.br,br,817,1009,margaridacarmenstudio.com.br,br,138780,1033,841,1050
154833,1090,cirurgicabrasil.com.br,br,817,1006,cirurgicabrasil.com.br,br,149020,1113,808,1000
154996,1091,neon.com.br,br,816,1243,neon.com.br,br,144107,1077,823,1254
155001,1092,youridstore.com.br,br,816,1194,youridstore.com.br,br,149803,1120,805,1213
155011,1093,cea.com.br,br,816,1165,cea.com.br,br,144115,1078,823,1195
155039,1094,zapimoveis.com.br,br,816,1093,zapimoveis.com.br,br,149832,1121,805,1106
155066,1095,tratoresecolheitadeiras.com.br,br,816,1066,tratoresecolheitadeiras.com.br,br,145338,1084,819,1077
155092,1096,hospitalsiriolibanes.org.br,br,816,1046,hospitalsiriolibanes.org.br,br,143633,1066,825,1035
155376,1097,cinemark.com.br,br,815,1078,cinemark.com.br,br,146326,1091,816,1086
155534,1098,undimebahia.com.br,br,815,998,undimebahia.com.br,br,145130,1082,820,1021
155673,1099,influe.com.br,br,814,1204,influe.com.br,br,163310,1233,766,1140
155716,1100,atletico.com.br,br,814,1106,atletico.com.br,br,141365,1049,832,1136
155769,1101,univasf.edu.br,br,814,1042,univasf.edu.br,br,157833,1188,781,1023
155834,1102,minhaconexao.com.br,br,814,1010,minhaconexao.com.br,br,143674,1067,825,1021
155848,1103,casinoble.com.br,br,814,1003,casinoble.com.br,br,147072,1100,814,1027
155852,1104,unisul.br,br,814,1002,unisul.br,br,143689,1068,825,1017
155919,1105,ilumeo.com.br,br,814,969,ilumeo.com.br,br,141212,1048,833,1016
155927,1106,uniasselvi.com.br,br,814,960,uniasselvi.com.br,br,144045,1076,824,982
156045,1107,centauro.com.br,br,813,1096,centauro.com.br,br,142617,1059,828,1119
156212,1108,ktoapostasbr.com.br,br,813,990,ktoapostasbr.com.br,br,148698,1111,809,1007
156502,1109,fdc.org.br,br,812,1005,fdc.org.br,br,147727,1106,812,1015
156540,1110,intersena.com.br,br,812,989,intersena.com.br,br,149943,1122,805,998
156541,1111,torcidaflamengo.com.br,br,812,989,torcidaflamengo.com.br,br,149956,1123,805,992
156553,1112,unijui.edu.br,br,812,983,unijui.edu.br,br,141571,1051,832,998
156741,1113,contadoramigo.com.br,br,811,1081,contadoramigo.com.br,br,155675,1172,787,1087
156974,1114,lojasosfood.com.br,br,811,940,lojasosfood.com.br,br,142846,1060,828,962
157119,1115,amcham.com.br,br,810,1065,amcham.com.br,br,143293,1065,826,1071
157121,1116,imb.br,br,810,1061,imb.br,br,147340,1102,813,1085
157180,1117,direitovivo.com.br,br,810,1015,direitovivo.com.br,br,151750,1147,799,1013
157239,1118,bmedsp.com.br,br,810,976,bmedsp.com.br,br,140910,1047,834,1011
157246,1119,mundodosinconfidentes.com.br,br,810,973,mundodosinconfidentes.com.br,br,148410,1110,810,987
157421,1120,mdh.gov.br,br,809,1065,mdh.gov.br,br,157107,1183,783,1066
157581,1121,papelariapaperworks.com.br,br,809,984,papelariapaperworks.com.br,br,146903,1097,815,962
157584,1122,cgee.org.br,br,809,983,cgee.org.br,br,151257,1139,801,976
157590,1123,clubedovideogame.com.br,br,809,980,clubedovideogame.com.br,br,152482,1149,797,984
157623,1124,maisjovembr.com.br,br,809,960,maisjovembr.com.br,br,161788,1218,771,883
157850,1125,bet365-online.com.br,br,808,1015,bet365-online.com.br,br,145690,1087,818,1057
157947,1126,techoje.com.br,br,808,969,techoje.com.br,br,154196,1163,792,956
157953,1127,governoeletronico.gov.br,br,808,967,governoeletronico.gov.br,br,149711,1118,806,967
157978,1128,adtgamer.com.br,br,808,951,adtgamer.com.br,br,147549,1104,813,953
157998,1129,facilitconsultoria.com.br,br,808,934,facilitconsultoria.com.br,br,149126,1114,808,944
158340,1130,angelovertti.com.br,br,807,939,angelovertti.com.br,br,145233,1083,820,965
158431,1131,serasaconsumidor.com.br,br,806,1160,serasaconsumidor.com.br,br,150412,1129,803,1191
158570,1132,bienal.org.br,br,806,998,bienal.org.br,br,143991,1075,824,1012
158768,1133,sulamericaseguros.com.br,br,805,1120,sulamericaseguros.com.br,br,151059,1137,801,1111
158965,1134,educacity.com.br,br,805,965,educacity.com.br,br,150002,1124,805,976
159026,1135,est.edu.br,br,805,918,est.edu.br,br,151001,1136,802,917
159037,1136,cdlcruzdasalmas.com.br,br,805,893,cdlcruzdasalmas.com.br,br,146944,1098,815,899
159196,1137,bne.com.br,br,804,1023,bne.com.br,br,150499,1130,803,1032
159215,1138,incra.gov.br,br,804,1012,incra.gov.br,br,154085,1161,792,1008
159257,1139,arteemminiaturas.com.br,br,804,991,arteemminiaturas.com.br,br,150270,1128,804,994
159455,1140,vans.com.br,br,803,1099,vans.com.br,br,150132,1127,804,1128
159458,1141,nosbusiness.com.br,br,803,1091,nosbusiness.com.br,br,154653,1166,790,1075
159869,1142,casadespertar.com.br,br,802,1014,casadespertar.com.br,br,155392,1170,788,1020
160410,1143,meubolsoemdia.com.br,br,800,1300,meubolsoemdia.com.br,br,154604,1165,790,1312
160440,1144,meups.com.br,br,800,1111,meups.com.br,br,152984,1154,795,1129
160475,1145,nike.com.br,br,800,1046,nike.com.br,br,147952,1107,811,1075
160659,1146,bancomonetiza.com.br,br,800,956,bancomonetiza.com.br,br,130489,967,870,1060
160958,1147,aloesporte.com.br,br,799,974,aloesporte.com.br,br,153128,1159,795,989
161248,1148,fannys.com.br,br,798,1000,fannys.com.br,br,160071,1205,775,980
161499,1149,ticketsforfun.com.br,br,797,1089,ticketsforfun.com.br,br,151067,1138,801,1087
161552,1150,todospelaeducacao.org.br,br,797,1022,todospelaeducacao.org.br,br,153044,1156,795,1027
161772,1151,santacasabarbacena.com.br,br,796,1180,santacasabarbacena.com.br,br,157780,1187,781,1170
161799,1152,drogaraia.com.br,br,796,1086,drogaraia.com.br,br,151673,1145,799,1107
161801,1153,mundoconectado.com.br,br,796,1081,mundoconectado.com.br,br,151999,1148,798,1086
161938,1154,forumsocialmundial.org.br,br,796,981,forumsocialmundial.org.br,br,157603,1186,782,963
161969,1155,ipemig.com.br,br,796,969,ipemig.com.br,br,154135,1162,792,982
162192,1156,ifba.edu.br,br,795,1036,ifba.edu.br,br,154668,1167,790,1048
162284,1157,tekart.com.br,br,795,991,tekart.com.br,br,155453,1171,788,988
162393,1158,pagol.com.br,br,795,945,pagol.com.br,br,146839,1095,815,994
162508,1159,descomplica.com.br,br,794,1117,descomplica.com.br,br,152656,1152,796,1121
162683,1160,montarnegocio.com.br,br,794,964,montarnegocio.com.br,br,151510,1141,800,981
162741,1161,assessoriacontabiliza.com.br,br,794,931,assessoriacontabiliza.com.br,br,149411,1116,807,957
162876,1162,confea.org.br,br,793,1068,confea.org.br,br,158158,1190,780,1065
162980,1163,gbexcomercial.com.br,br,793,994,gbexcomercial.com.br,br,157203,1184,783,988
163241,1164,omie.com.br,br,792,1101,omie.com.br,br,156023,1174,786,1115
163427,1165,ceuma.br,br,792,956,ceuma.br,br,154477,1164,791,969
163590,1166,agu.gov.br,br,791,1052,agu.gov.br,br,156405,1179,785,1041
163734,1167,informativo.com.br,br,791,968,informativo.com.br,br,157261,1185,783,965
164112,1168,inovacaotecnologica.com.br,br,790,966,inovacaotecnologica.com.br,br,152797,1153,796,986
164160,1169,gpagil.com.br,br,790,948,gpagil.com.br,br,-1,-1,-1,-1
164299,1170,ong.br,br,789,1060,ong.br,br,155010,1169,789,1054
164319,1171,cade.gov.br,br,789,1038,cade.gov.br,br,151694,1146,799,1063
164404,1172,apostaganha-brasil.com.br,br,789,984,apostaganha-brasil.com.br,br,153059,1158,795,1020
164545,1173,redemaiscondominios.com.br,br,789,926,redemaiscondominios.com.br,br,150980,1135,802,939
165262,1174,abz.org.br,br,787,927,abz.org.br,br,152561,1150,797,950
165425,1175,dnit.gov.br,br,786,1020,dnit.gov.br,br,156803,1182,784,1003
165968,1176,fcc.org.br,br,785,934,fcc.org.br,br,160573,1207,774,925
165978,1177,esquadrialider.com.br,br,785,925,esquadrialider.com.br,br,156253,1177,786,946
166080,1178,genialinvestimentos.com.br,br,784,1157,genialinvestimentos.com.br,br,160683,1208,773,1165
166148,1179,portaltributario.com.br,br,784,1035,portaltributario.com.br,br,162981,1229,767,1017
166195,1180,abdi.com.br,br,784,1004,abdi.com.br,br,160760,1209,773,1004
166501,1181,livecoins.com.br,br,783,1052,livecoins.com.br,br,150762,1132,802,1071
166547,1182,ueg.br,br,783,1000,ueg.br,br,161176,1213,772,994
166724,1183,avanceonline.com.br,br,783,921,avanceonline.com.br,br,151578,1142,800,945
166757,1184,sintramovextrema.com.br,br,783,882,sintramovextrema.com.br,br,161791,1219,771,877
167113,1185,1-win-brazil.com.br,br,782,903,1-win-brazil.com.br,br,150055,1125,805,933
167203,1186,idinheiro.com.br,br,781,1143,idinheiro.com.br,br,164095,1238,764,1113
167213,1187,ev.org.br,br,781,1103,ev.org.br,br,156024,1175,786,1112
167238,1188,sbim.org.br,br,781,1060,sbim.org.br,br,147960,1108,811,1068
167290,1189,ons.org.br,br,781,1003,ons.org.br,br,160018,1203,775,1012
167306,1190,log.br,br,781,996,log.br,br,174054,1321,739,968
167764,1191,papodearquiteto.com.br,br,780,952,papodearquiteto.com.br,br,162376,1224,769,958
167797,1192,cn1.com.br,br,780,942,cn1.com.br,br,158698,1195,779,953
168031,1193,melissa.com.br,br,779,1006,melissa.com.br,br,164913,1247,762,1019
168241,1194,perfilplast.com.br,br,779,909,perfilplast.com.br,br,151590,1143,800,939
168255,1195,onewin-casino.com.br,br,779,900,onewin-casino.com.br,br,151601,1144,800,924
168532,1196,brbetano.com.br,br,778,942,brbetano.com.br,br,159763,1199,776,956
168533,1197,lojadogalo.com.br,br,778,942,lojadogalo.com.br,br,159797,1200,776,947
168558,1198,resultecontabilidades.com.br,br,778,935,resultecontabilidades.com.br,br,156247,1176,786,949
168712,1199,ricmais.com.br,br,777,1063,ricmais.com.br,br,165678,1258,760,1068
168901,1200,lancenet.com.br,br,777,953,lancenet.com.br,br,163082,1231,767,958
168932,1201,ifc.edu.br,br,777,945,ifc.edu.br,br,150619,1131,803,962
168944,1202,parimatch-official.com.br,br,777,941,parimatch-official.com.br,br,160873,1210,773,954
169107,1203,laserflex.com.br,br,776,1095,laserflex.com.br,br,161111,1212,772,1101
169316,1204,xdocs.com.br,br,776,931,xdocs.com.br,br,160925,1211,773,942
169335,1205,gesuas.com.br,br,776,925,gesuas.com.br,br,146846,1096,815,991
169427,1206,feriasbrasil.com.br,br,775,1275,feriasbrasil.com.br,br,162190,1222,769,1322
169462,1207,rais.gov.br,br,775,1053,rais.gov.br,br,168865,1285,752,1031
169694,1208,f12betbr.com.br,br,775,919,f12betbr.com.br,br,162805,1227,768,930
170014,1209,nuteventos.com.br,br,774,943,nuteventos.com.br,br,163845,1236,765,955
170229,1210,mixvale.com.br,br,773,1101,mixvale.com.br,br,164869,1246,762,1126
170244,1211,presskit.com.br,br,773,1070,presskit.com.br,br,155676,1173,787,1087
170260,1212,portalpopline.com.br,br,773,1042,portalpopline.com.br,br,153007,1155,795,1064
170272,1213,museudofutebol.org.br,br,773,1030,museudofutebol.org.br,br,159998,1202,775,1036
170283,1214,bahiareconcavo.com.br,br,773,1016,bahiareconcavo.com.br,br,162265,1223,769,1017
170369,1215,teatrobiriba.com.br,br,773,962,teatrobiriba.com.br,br,164263,1240,764,953
170439,1216,teiftec.com.br,br,773,936,teiftec.com.br,br,161653,1217,771,951
170626,1217,sptrans.com.br,br,772,1024,sptrans.com.br,br,160351,1206,774,1038
170661,1218,idp.edu.br,br,772,1005,idp.edu.br,br,156792,1181,784,1016
170747,1219,astore.com.br,br,772,956,astore.com.br,br,161243,1214,772,958
170853,1220,brassagemforte.com.br,br,772,921,brassagemforte.com.br,br,162044,1220,770,934
170887,1221,bol.com.br,br,772,904,bol.com.br,br,156648,1180,785,921
170913,1222,fazendacanoas.com.br,br,772,876,fazendacanoas.com.br,br,158432,1193,780,892
171137,1223,startupi.com.br,br,771,954,startupi.com.br,br,165788,1260,760,961
171256,1224,planetaatlantida.com.br,br,771,909,planetaatlantida.com.br,br,163566,1235,766,920
171422,1225,tvcultura.com.br,br,770,995,tvcultura.com.br,br,164946,1250,762,982
171505,1226,aviatordemo.com.br,br,770,956,aviatordemo.com.br,br,163055,1230,767,970
171561,1227,familiatea.com.br,br,770,936,familiatea.com.br,br,154800,1168,790,973
171592,1228,edenevaldoalves.com.br,br,770,924,edenevaldoalves.com.br,br,158732,1196,779,943
171616,1229,ethos.org.br,br,770,914,ethos.org.br,br,159851,1201,776,922
171663,1230,powerjetdesentupidora.com.br,br,770,872,powerjetdesentupidora.com.br,br,159539,1198,777,877
171747,1231,drogasil.com.br,br,769,1032,drogasil.com.br,br,168867,1286,752,1028
172142,1232,msf.org.br,br,768,995,msf.org.br,br,163354,1234,766,1016
172158,1233,consultaremedios.com.br,br,768,986,consultaremedios.com.br,br,165736,1259,760,987
172181,1234,defesanet.com.br,br,768,974,defesanet.com.br,br,169748,1293,750,948
172317,1235,blogdoaftm.com.br,br,768,920,blogdoaftm.com.br,br,165866,1262,760,933
172365,1236,simonettomerces.com.br,br,768,896,simonettomerces.com.br,br,156292,1178,786,920
172416,1237,folkportariaremota.com.br,br,767,1397,folkportariaremota.com.br,br,166010,1264,759,1453
172542,1238,icasei.com.br,br,767,981,icasei.com.br,br,182017,1380,720,916
172634,1239,unoesc.edu.br,br,767,939,unoesc.edu.br,br,161263,1215,772,951
172759,1240,coopervigrj.com.br,br,767,866,coopervigrj.com.br,br,165619,1257,761,855
172900,1241,ibccoaching.com.br,br,766,1004,ibccoaching.com.br,br,174428,1325,738,992
173029,1242,fjjeba.com.br,br,766,950,fjjeba.com.br,br,166937,1270,757,946
173049,1243,novibetcasino.com.br,br,766,945,novibetcasino.com.br,br,165797,1261,760,958
173133,1244,lncc.br,br,766,913,lncc.br,br,162102,1221,770,912
173200,1245,renctas.org.br,br,766,877,renctas.org.br,br,158434,1194,780,890
173303,1246,movinvestimentos.com.br,br,765,1108,movinvestimentos.com.br,br,173241,1315,741,1087
173339,1247,inovaimpress.com.br,br,765,1037,inovaimpress.com.br,br,175217,1333,736,1019
173404,1248,cptnacional.org.br,br,765,975,cptnacional.org.br,br,164927,1249,762,998
173497,1249,gaming365.com.br,br,765,935,gaming365.com.br,br,157887,1189,781,985
173616,1250,portalcearense.com.br,br,765,841,portalcearense.com.br,br,162889,1228,768,848
173961,1251,bandashowfactory.com.br,br,764,903,bandashowfactory.com.br,br,164006,1237,765,902
174120,1252,noticiasconcursos.com.br,br,763,1091,noticiasconcursos.com.br,br,170019,1297,749,1086
174203,1253,abf.com.br,br,763,980,abf.com.br,br,159316,1197,777,996
174320,1254,bet365s.com.br,br,763,933,bet365s.com.br,br,158255,1191,780,984
174405,1255,waffle.com.br,br,763,892,waffle.com.br,br,165146,1253,762,904
174553,1256,e-notariado.org.br,br,762,1112,e-notariado.org.br,br,168012,1279,754,1126
174645,1257,suelycaliman.com.br,br,762,975,suelycaliman.com.br,br,172074,1308,744,965
174831,1258,apostaaviator.com.br,br,762,905,apostaaviator.com.br,br,158352,1192,780,949
174843,1259,boletimdaliberdade.com.br,br,762,902,boletimdaliberdade.com.br,br,162486,1225,769,916
174846,1260,paineldemonstrativo.com.br,br,762,901,paineldemonstrativo.com.br,br,167065,1272,757,904
175020,1261,idecan.org.br,br,761,1139,idecan.org.br,br,167602,1275,755,1162
175098,1262,uesc.br,br,761,993,uesc.br,br,168076,1280,754,987
175204,1263,acaimacunaima.com.br,br,761,939,acaimacunaima.com.br,br,167782,1277,755,933
175287,1264,minhatorcida.com.br,br,761,901,minhatorcida.com.br,br,167468,1274,756,913
175306,1265,dimarko.com.br,br,761,888,dimarko.com.br,br,164392,1242,764,903
175756,1266,2slocacoes.com.br,br,760,884,2slocacoes.com.br,br,166313,1267,759,894
175829,1267,coremg.org.br,br,759,1595,coremg.org.br,br,176783,1341,732,1648
175965,1268,paguemenos.com.br,br,759,1025,paguemenos.com.br,br,166070,1265,759,1018
176171,1269,whcomunicacaovisual.com.br,br,759,911,whcomunicacaovisual.com.br,br,165089,1251,762,928
176184,1270,faculdadeguarapuava.edu.br,br,759,907,faculdadeguarapuava.edu.br,br,166258,1266,759,924
176194,1271,blazebrasil.com.br,br,759,901,blazebrasil.com.br,br,169100,1287,752,910
176549,1272,unifacs.br,br,758,936,unifacs.br,br,165411,1255,761,952
177177,1273,avelaradv.com.br,br,757,899,avelaradv.com.br,br,168257,1282,754,911
177444,1274,belezanaweb.com.br,br,756,1030,belezanaweb.com.br,br,169641,1291,750,1051
